,funding_total_usd,status,funding_rounds,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,Advertising,Analytics,Apps,Biotechnology,Clean Technology,Cloud Computing,Curated Web,E-Commerce,Education,Enterprise Software,Finance,Games,Hardware + Software,Health Care,Health and Wellness,Internet,Manufacturing,Mobile,Other,SaaS,Search,Security,Semiconductors,Social Media,Software,Technology,Video,Web Hosting,CAN,CHN,DEU,ESP,FRA,GBR,IND,IRL,ISR,NLD,RUS,SGP,SWE,USA,other,market Analytics ,market Biotechnology ,market Clean Technology ,market Consulting ,market Curated Web ,market E-Commerce ,market Education ,market Enterprise Software ,market Fashion ,market Finance ,market Games ,market Hardware + Software ,market Health Care ,market Health and Wellness ,market Hospitality ,market Internet ,market Manufacturing ,market Messaging ,market Mobile ,market News ,market Real Estate ,market SaaS ,market Search ,market Security ,market Semiconductors ,market Social Media ,market Software ,market Technology ,market Travel ,market Web Hosting ,marketother,founded_at_1994,founded_at_1995,founded_at_1996,founded_at_1997,founded_at_1998,founded_at_1999,founded_at_2000,founded_at_2001,founded_at_2002,founded_at_2003,founded_at_2004,founded_at_2005,founded_at_2006,founded_at_2007,founded_at_2008,founded_at_2009,founded_at_2010,founded_at_2011,founded_at_2012,founded_at_2013,founded_at_2014
14754,9700000.0,0,3,-0.28543402023068215,-0.10822295003833353,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,0.31789557328335794,-0.3229021916244846,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,1,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
14758,1300000.0,1,2,1.2475352332207887,-0.4573581358417581,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,-0.29752247283577926,-0.3229021916244846,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
14771,5750000.0,0,1,-0.28543402023068215,-0.2503965566283879,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,0.4888450685274506,-0.3229021916244846,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
14773,984000.0,1,2,0.8749057839202773,-0.4573581358417581,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,-0.29752247283577926,-0.3229021916244846,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
14783,8393798.0,1,1,-0.28543402023068215,-0.15523749415862267,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,-0.29752247283577926,-0.3229021916244846,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
14786,395000000.0,1,2,-0.28543402023068215,-0.4573581358417581,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,-0.1504958495431736,-0.029784295564399748,17.2772512978968,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,-0.29752247283577926,-0.3229021916244846,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14813,500000.0,0,1,0.30416953878911435,-0.4573581358417581,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,-0.29752247283577926,-0.3229021916244846,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
14830,3000000.0,1,1,-0.28543402023068215,-0.34937818146956495,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,0.11275617899044682,-0.3229021916244846,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
14839,15700000.0,0,3,-0.28543402023068215,0.10773695870605281,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,1.1384531504550024,0.20195634958466493,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
14872,20600000.0,1,3,-0.28543402023068215,0.2841042175139683,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,-0.09238321530246431,0.3836381872497239,1.1668220384475627,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
14916,15031860.0,0,5,-0.28543402023068215,0.022996702067069923,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,0.02510129329702993,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,0.45465516947863205,0.1817694787329917,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
14928,200000.0,0,1,-0.28543402023068215,-0.45015947221694524,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,-0.29752247283577926,-0.30271542170716564,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
14929,400000.0,1,1,-0.28543402023068215,-0.4429608085921324,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,-0.29752247283577926,-0.3229021916244846,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
14931,1000000.0,0,1,-0.28543402023068215,-0.42136481771769374,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,-0.16076301340010135,-0.3229021916244846,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
14938,275000.0,0,1,0.03884793723020595,-0.4573581358417581,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,-0.29752247283577926,-0.3229021916244846,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
14956,12000000.0,1,1,-0.28543402023068215,-0.02543831835298543,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,-0.29752247283577926,0.8883099585415546,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
14961,5900000.0,1,2,-0.28543402023068215,-0.2449975589097782,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,-0.29752247283577926,-0.12103358404210662,0.19051566779094148,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
14964,12000000.0,1,2,-0.28543402023068215,-0.02543831835298543,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,0.5914147656739062,0.23223665586217476,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
14965,5575000.0,1,4,-0.28543402023068215,-0.31338486334550053,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,0.018522968490850514,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,0.2495157751857209,-0.3229021916244846,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
14967,32630837.0,1,4,-0.28543402023068215,0.5504547716320448,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,0.19931032327704107,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,0.6597945637715432,1.4939160840917514,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
14971,6000000.0,1,1,-0.28543402023068215,-0.24139822709737177,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,0.5230349675762691,-0.3229021916244846,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
14979,8100000.0,1,1,-0.28543402023068215,-0.16581225903683655,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,-0.29752247283577926,-0.3229021916244846,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14980,712000.0,0,1,-0.28543402023068215,-0.43173089333742426,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,-0.29752247283577926,-0.2510370323268822,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
14986,1500000.0,0,1,-0.28543402023068215,-0.4573581358417581,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,1.967964918078281,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,-0.29752247283577926,-0.3229021916244846,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
15029,8000000.0,1,2,-0.28543402023068215,-0.16941159084924298,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,-0.16076301340010135,0.3836381872497239,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
15031,9000000.0,1,1,-0.28543402023068215,-0.1334182727251786,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,0.9333137561620913,-0.3229021916244846,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
15035,250000.0,1,1,-0.28543402023068215,-0.448359806310742,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,-0.29752247283577926,-0.3229021916244846,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
15039,130000.0,1,1,-0.28543402023068215,-0.4573581358417581,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,0.0331040836506858,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,-0.29752247283577926,-0.3229021916244846,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
15042,1835000.0,1,4,0.3336497167401042,-0.4573581358417581,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.056316103031789945,1.2618113288711297,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,-0.29752247283577926,-0.3229021916244846,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
15080,1000000.0,1,1,-0.28543402023068215,-0.42136481771769374,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,-0.16076301340010135,-0.3229021916244846,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
15092,194526.0,0,2,-0.24005341350004641,-0.4573581358417581,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,0.0698833871909511,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,-0.29752247283577926,-0.3229021916244846,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
15095,1700000.0,0,1,-0.28543402023068215,-0.39616949503084864,-0.027330616887730176,-0.058510522537402306,-0.05113111378409367,-0.07465611265393898,-0.1504958495431736,-0.029784295564399748,-0.09184625320733374,-0.017156126709370632,-0.031527378061348185,-0.015980691997027535,-0.022467642320677456,-0.06503129606340949,-0.3229021916244846,-0.27382504797179663,-0.1506525739456096,-0.09643799077876243,-0.0425181394858079,-0.025305426299841664,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
